0,0.004664
0.01,0.007352
0.02,0.009275
0.03,0.01088
0.04,0.01245
0.05,0.0132
0.06,0.01437
0.07,0.01576
0.08,0.01639
0.09,0.01754
0.1,0.0187
0.11,0.01966
0.12,0.0203
0.13,0.02114
0.14,0.02169
0.15,0.02197
